Borough,Neighborhood,Building Class Category,Tax Class As Of Final Roll 18/1,Block,Lot,Ease-Ment,Building Class As Of Final Roll 18/1,Address,Apartment Number,Zip Code,Residential Units,Commercial Units,Total Units,Land Square Feet,Gross Square Feet,Year Built,Tax Class At Time Of Sale,Building Class At Time Of Sale,Sale Price,Sale Date
5,ANNADALE,01 ONE FAMILY DWELLINGS                    ,1,6220,59, ,A5,32 ENDVIEW STREET, ,10312,1,0,1,1648,1344,2003,1,A5,0,2017-11-16 00:00:00
5,ANNADALE,01 ONE FAMILY DWELLINGS                    ,1,6220,65, ,A5,46 ENDVIEW STREET, ,10312,1,0,1,2678,1344,2003,1,A5,406369,2017-06-09 00:00:00
5,ANNADALE,01 ONE FAMILY DWELLINGS                    ,1,6221,8, ,A5,1000 ARDEN AVENUE, ,10312,1,0,1,1595,1400,2005,1,A5,480000,2017-11-28 00:00:00
5,ANNADALE,01 ONE FAMILY DWELLINGS                    ,1,6221,46, ,A5,45 JEANNETTE AVENUE, ,10312,1,0,1,2400,1580,2004,1,A5,539900,2017-04-06 00:00:00
5,ANNADALE,01 ONE FAMILY DWELLINGS                    ,1,6221,47, ,A5,43 JEANNETTE AVENUE, ,10312,1,0,1,2400,1580,2004,1,A5,542000,2017-02-24 00:00:00
5,ANNADALE,01 ONE FAMILY DWELLINGS                    ,1,6222,40, ,A5,43 LORRAINE AVENUE, ,10312,1,0,1,2400,1500,2004,1,A5,555000,2017-04-21 00:00:00
5,ANNADALE,01 ONE FAMILY DWELLINGS                    ,1,6222,42, ,A5,39 LORRAINE AVENUE, ,10312,1,0,1,2400,1500,2004,1,A5,0,2017-10-04 00:00:00
5,ANNADALE,01 ONE FAMILY DWELLINGS                    ,1,6226,7, ,A2,822 ARDEN AVENUE, ,10312,1,0,1,6750,2478,1980,1,A2,536000,2017-10-25 00:00:00
5,ANNADALE,01 ONE FAMILY DWELLINGS                    ,1,6227,4, ,A2,105 JEFFERSON BOULEVARD, ,10312,1,0,1,6732,1561,1965,1,A2,0,2017-04-05 00:00:00
5,ANNADALE,01 ONE FAMILY DWELLINGS                    ,1,6232,76, ,A1,1002 DRUMGOOLE ROAD WEST, ,10312,1,0,1,3400,1248,1970,1,A1,0,2017-11-21 00:00:00
5,ANNADALE,01 ONE FAMILY DWELLINGS                    ,1,6233,25, ,A2,210 RENSSELAER AVENUE, ,10312,1,0,1,4000,960,1960,1,A2,10,2017-04-11 00:00:00
5,ANNADALE,01 ONE FAMILY DWELLINGS                    ,1,6234,7, ,A1,329 JEFFERSON BOULEVARD, ,10312,1,0,1,4000,2178,1965,1,A1,860000,2017-08-04 00:00:00
5,ANNADALE,01 ONE FAMILY DWELLINGS                    ,1,6234,80, ,A2,233 RENSSELAER AVENUE, ,10312,1,0,1,5000,1176,1965,1,A2,0,2017-03-27 00:00:00
5,ANNADALE,01 ONE FAMILY DWELLINGS                    ,1,6235,21, ,A1,146 SINCLAIR AVENUE, ,10312,1,0,1,8000,2240,1964,1,A1,0,2017-06-28 00:00:00
5,ANNADALE,01 ONE FAMILY DWELLINGS                    ,1,6235,27, ,A2,140 SINCLAIR AVENUE, ,10312,1,0,1,4000,1176,1965,1,A2,475000,2017-07-13 00:00:00
5,ANNADALE,01 ONE FAMILY DWELLINGS                    ,1,6236,10, ,A5,385 JEFFERSON BOULEVARD, ,10312,1,0,1,3000,1850,2000,1,A5,579900,2017-10-26 00:00:00
5,ANNADALE,01 ONE FAMILY DWELLINGS                    ,1,6239,83, ,A1,257 CROWN AVENUE, ,10312,1,0,1,9600,1728,1975,1,A1,837478,2017-09-27 00:00:00
5,ANNADALE,01 ONE FAMILY DWELLINGS                    ,1,6242,28, ,A5,48 MOSELY AVENUE, ,10312,1,0,1,4070,1200,1975,1,A5,100000,2017-04-05 00:00:00
5,ANNADALE,01 ONE FAMILY DWELLINGS                    ,1,6245,108, ,A1,7 FURMAN STREET, ,10312,1,0,1,6400,2076,1970,1,A1,0,2017-01-20 00:00:00
5,ANNADALE,01 ONE FAMILY DWELLINGS                    ,1,6245,217, ,A1,50 PINE TERRACE, ,10312,1,0,1,4700,2336,1960,1,A1,0,2017-10-05 00:00:00
5,ANNADALE,01 ONE FAMILY DWELLINGS                    ,1,6245,217, ,A1,50 PINE TERRACE, ,10312,1,0,1,4700,2336,1960,1,A1,0,2017-10-05 00:00:00
5,ANNADALE,01 ONE FAMILY DWELLINGS                    ,1,6249,161, ,A1,35 ELY AVENUE, ,10312,1,0,1,4452,1768,1965,1,A1,735000,2017-06-28 00:00:00
5,ANNADALE,01 ONE FAMILY DWELLINGS                    ,1,6249,284, ,A2,113 NORTH PINE TERRACE, ,10312,1,0,1,5418,1056,1965,1,A2,680000,2017-11-08 00:00:00
5,ANNADALE,01 ONE FAMILY DWELLINGS                    ,1,6249,518, ,A1,20 EAST TENAFLY AVENUE, ,10312,1,0,1,3854,1638,1975,1,A1,0,2017-07-20 00:00:00
5,ANNADALE,01 ONE FAMILY DWELLINGS                    ,1,6249,524, ,A5,8 EAST TENAFLY AVENUE, ,10312,1,0,1,5510,1302,1975,1,A5,490000,2017-03-06 00:00:00
5,ANNADALE,01 ONE FAMILY DWELLINGS                    ,1,6249,649, ,A1,41 TENAFLY PLACE, ,10312,1,0,1,11197,2604,1975,1,A1,999950,2017-09-25 00:00:00
5,ANNADALE,01 ONE FAMILY DWELLINGS                    ,1,6261,24, ,A2,226 IONIA AVENUE, ,10312,1,0,1,10000,1792,1960,1,A2,10,2017-05-01 00:00:00
5,ANNADALE,01 ONE FAMILY DWELLINGS                    ,1,6261,59, ,A2,237 EDGEGROVE AVENUE, ,10312,1,0,1,4000,1150,1925,1,A2,499900,2017-12-01 00:00:00
5,ANNADALE,01 ONE FAMILY DWELLINGS                    ,1,6265,47, ,A2,217 RATHBUN AVENUE, ,10312,1,0,1,4000,2133,1975,1,A2,421000,2017-12-13 00:00:00
5,ANNADALE,01 ONE FAMILY DWELLINGS                    ,1B,6268,3, ,V0,290 STAFFORD AVENUE, ,10312,0,0,0,4000,0,0,1,A1,899000,2017-12-18 00:00:00
5,ANNADALE,01 ONE FAMILY DWELLINGS                    ,1,6268,5, ,A1,286 STAFFORD AVENUE, ,10312,1,0,1,4000,2002,1970,1,A1,579000,2017-03-16 00:00:00
5,ANNADALE,01 ONE FAMILY DWELLINGS                    ,1,6269,61, ,A2,267 STAFFORD AVENUE, ,10312,1,0,1,6100,896,1940,1,A2,0,2017-06-07 00:00:00
5,ANNADALE,01 ONE FAMILY DWELLINGS                    ,1,6271,1, ,A1,716 WOODROW ROAD, ,10312,1,0,1,8928,1828,1940,1,A1,875000,2017-08-04 00:00:00
5,ANNADALE,01 ONE FAMILY DWELLINGS                    ,1,6271,28, ,A3,291 CROWN AVENUE, ,10312,1,0,1,12000,4040,1985,1,A3,980000,2017-01-17 00:00:00
5,ANNADALE,01 ONE FAMILY DWELLINGS                    ,1,6273,32, ,A3,339 CROWN AVENUE, ,10312,1,0,1,4492,0,2016,1,A3,495000,2017-03-01 00:00:00
5,ANNADALE,01 ONE FAMILY DWELLINGS                    ,1,6279,16, ,A2,215 SOUTH RAILROAD ST, ,10312,1,0,1,4080,2231,1985,1,A2,562500,2017-07-20 00:00:00
5,ANNADALE,01 ONE FAMILY DWELLINGS                    ,1,6281,14, ,A2,390 IONIA AVENUE, ,10312,1,0,1,4000,1951,1975,1,A2,540000,2017-07-25 00:00:00
5,ANNADALE,01 ONE FAMILY DWELLINGS                    ,1,6297,1, ,A2,480 LAMONT AVENUE, ,10312,1,0,1,7000,2168,1970,1,A2,42000,2017-07-26 00:00:00
5,ANNADALE,01 ONE FAMILY DWELLINGS                    ,1,6299,21, ,A2,396 RATHBUN AVENUE, ,10312,1,0,1,4000,1968,1975,1,A2,575000,2017-05-11 00:00:00
5,ANNADALE,01 ONE FAMILY DWELLINGS                    ,1,6301,60, ,A1,475 RENSSELAER AVENUE, ,10312,1,0,1,4000,2152,1970,1,A1,0,2017-01-09 00:00:00
5,ANNADALE,01 ONE FAMILY DWELLINGS                    ,1,6301,60, ,A1,475 RENSSELAER AVENUE, ,10312,1,0,1,4000,2152,1970,1,A1,660000,2017-06-02 00:00:00
5,ANNADALE,01 ONE FAMILY DWELLINGS                    ,1,6302,11, ,A1,440 SINCLAIR AVENUE, ,10312,1,0,1,4000,2160,1985,1,A1,760000,2017-08-31 00:00:00
5,ANNADALE,01 ONE FAMILY DWELLINGS                    ,1,6304,11, ,A3,414 VINELAND AVENUE, ,10312,1,0,1,8500,3600,1992,1,A3,1120000,2017-08-15 00:00:00
5,ANNADALE,01 ONE FAMILY DWELLINGS                    ,1,6320,22, ,A2,133 DOWNES AVENUE, ,10312,1,0,1,5000,1125,1965,1,A2,234000,2017-03-23 00:00:00
5,ANNADALE,01 ONE FAMILY DWELLINGS                    ,1,6320,22, ,A2,133 DOWNES AVENUE, ,10312,1,0,1,5000,1125,1965,1,A2,0,2017-04-14 00:00:00
5,ANNADALE,01 ONE FAMILY DWELLINGS                    ,1,6320,71, ,A5,62 BUFFINGTON AVENUE, ,10312,1,0,1,3000,1724,1970,1,A5,564000,2017-09-07 00:00:00
5,ANNADALE,01 ONE FAMILY DWELLINGS                    ,1,6320,71, ,A5,62 BUFFINGTON AVENUE, ,10312,1,0,1,3000,1724,1970,1,A5,564000,2017-09-07 00:00:00
5,ANNADALE,01 ONE FAMILY DWELLINGS                    ,1,6321,4, ,A2,23 ALVINE AVENUE, ,10312,1,0,1,4400,988,1935,1,A2,380000,2017-03-13 00:00:00
5,ANNADALE,01 ONE FAMILY DWELLINGS                    ,1,6323,3, ,A1,270 ALBEE AVENUE, ,10312,1,0,1,4000,1672,1975,1,A1,520000,2017-03-28 00:00:00
5,ANNADALE,01 ONE FAMILY DWELLINGS                    ,1,6352,1, ,A1,105 PEARE PLACE, ,10312,1,0,1,4000,2200,1997,1,A1,0,2017-06-27 00:00:00
5,ANNADALE,01 ONE FAMILY DWELLINGS                    ,1,6353,12, ,A1,118 PEARE PLACE, ,10312,1,0,1,9003,3000,1984,1,A1,980000,2017-10-12 00:00:00
5,ANNADALE,01 ONE FAMILY DWELLINGS                    ,1,6353,51, ,A1,90 BAYVIEW TERRACE, ,10312,1,0,1,3200,1600,2005,1,A1,550000,2017-10-25 00:00:00
5,ANNADALE,01 ONE FAMILY DWELLINGS                    ,1,6356,66, ,A1,436 HAROLD AVENUE, ,10312,1,0,1,4447,2500,1995,1,A1,0,2017-03-29 00:00:00
5,ANNADALE,01 ONE FAMILY DWELLINGS                    ,1,6360,72, ,A1,4827 HYLAN BOULEVARD, ,10312,1,0,1,2550,1600,2000,1,A1,520000,2017-05-31 00:00:00
5,ANNADALE,01 ONE FAMILY DWELLINGS                    ,1,6361,20, ,A1,219 KINGHORN STREET, ,10312,1,0,1,6750,2874,1984,1,A1,875000,2017-05-08 00:00:00
5,ANNADALE,01 ONE FAMILY DWELLINGS                    ,1,6364,37, ,A1,196 NOEL STREET, ,10312,1,0,1,6912,2420,1975,1,A1,0,2017-01-18 00:00:00
5,ANNADALE,01 ONE FAMILY DWELLINGS                    ,1,6364,87, ,A1,19 LUNA CIRCLE, ,10312,1,0,1,15600,4560,1980,1,A1,1250000,2017-03-17 00:00:00
5,ANNADALE,01 ONE FAMILY DWELLINGS                    ,1,6365,1, ,A1,547 BARCLAY AVENUE, ,10312,1,0,1,8000,2467,1980,1,A1,0,2017-08-01 00:00:00
5,ANNADALE,01 ONE FAMILY DWELLINGS                    ,1,6366,32, ,A9,360 SHIRLEY AVENUE, ,10312,1,0,1,6000,2688,1987,1,A9,0,2017-11-27 00:00:00
5,ANNADALE,01 ONE FAMILY DWELLINGS                    ,1,6366,60, ,A1,211 NOEL STREET, ,10312,1,0,1,6000,1928,1975,1,A1,212000,2017-11-29 00:00:00
5,ANNADALE,01 ONE FAMILY DWELLINGS                    ,1,6370,64, ,A2,379 SHIRLEY AVENUE, ,10312,1,0,1,3000,975,1910,1,A2,424068,2017-02-28 00:00:00
5,ANNADALE,01 ONE FAMILY DWELLINGS                    ,1,6373,145, ,A5,26 WINSLOW PLACE, ,10312,1,0,1,3442,2058,2015,1,A5,0,2017-10-11 00:00:00
5,ANNADALE,01 ONE FAMILY DWELLINGS                    ,1,6382,25, ,A1,640 SYCAMORE STREET, ,10312,1,0,1,6000,1960,1980,1,A1,0,2017-05-10 00:00:00
5,ANNADALE,01 ONE FAMILY DWELLINGS                    ,1,6398,19, ,A5,9 OCEANVIEW AVENUE, ,10312,1,0,1,2467,1016,1991,1,A5,435000,2017-10-02 00:00:00
5,ANNADALE,01 ONE FAMILY DWELLINGS                    ,1,6402,39, ,A2,10 ALLEN PLACE, ,10312,1,0,1,6000,2040,1952,1,A2,0,2017-02-08 00:00:00
5,ANNADALE,01 ONE FAMILY DWELLINGS                    ,1,6402,49, ,A2,32 ALLEN PLACE, ,10312,1,0,1,6000,1224,1940,1,A2,0,2017-01-05 00:00:00
5,ANNADALE,01 ONE FAMILY DWELLINGS                    ,1,6403,22, ,A1,373 KINGHORN STREET, ,10312,1,0,1,4000,2160,1935,1,A1,0,2017-03-15 00:00:00
5,ANNADALE,01 ONE FAMILY DWELLINGS                    ,1,6403,22, ,A1,373 KINGHORN STREET, ,10312,1,0,1,4000,2160,1935,1,A1,570000,2017-03-15 00:00:00
5,ANNADALE,01 ONE FAMILY DWELLINGS                    ,1,6403,22, ,A1,373 KINGHORN STREET, ,10312,1,0,1,4000,2160,1935,1,A1,0,2017-10-03 00:00:00
5,ANNADALE,01 ONE FAMILY DWELLINGS                    ,1,6406,47, ,A9,274 NOEL STREET, ,10312,1,0,1,8374,4000,1987,1,A9,0,2017-12-07 00:00:00
5,ANNADALE,01 ONE FAMILY DWELLINGS                    ,1,6441,166, ,A2,48 NEWTON STREET, ,10312,1,0,1,7500,1740,1930,1,A2,695000,2017-06-02 00:00:00
5,ANNADALE,01 ONE FAMILY DWELLINGS                    ,1,6452,1, ,A3,44 ZEPHYR AVENUE, ,10312,1,0,1,7600,3490,1997,1,A3,0,2017-06-27 00:00:00
5,ANNADALE,01 ONE FAMILY DWELLINGS                    ,1,6453,23, ,A1,501 PHILIP AVENUE, ,10312,1,0,1,10110,5060,1997,1,A1,1320000,2017-08-02 00:00:00
5,ANNADALE,01 ONE FAMILY DWELLINGS                    ,1,6455,47, ,A1,439 PHILIP AVENUE, ,10312,1,0,1,6201,3470,1998,1,A1,920000,2017-07-27 00:00:00
5,ANNADALE,01 ONE FAMILY DWELLINGS                    ,1,6459,10, ,A1,292 POILLON AVENUE, ,10312,1,0,1,4000,2744,1987,1,A1,685000,2017-06-19 00:00:00
5,ANNADALE,01 ONE FAMILY DWELLINGS                    ,1,6475,300, ,A3,55 NICOLOSI DRIVE, ,10312,1,0,1,10300,5104,1989,1,A3,0,2017-10-20 00:00:00
5,ANNADALE,01 ONE FAMILY DWELLINGS                    ,1,6505,38, ,A3,246 BERTRAM AVENUE, ,10312,1,0,1,6900,3970,1992,1,A3,1200000,2017-09-06 00:00:00
5,ANNADALE,01 ONE FAMILY DWELLINGS                    ,1,6510,15, ,A1,62 PHILIP AVENUE, ,10312,1,0,1,4520,2129,1991,1,A1,860000,2017-09-12 00:00:00
5,ANNADALE,01 ONE FAMILY DWELLINGS                    ,1,6511,22, ,A1,16 RUGGLES STREET, ,10312,1,0,1,7500,1254,1945,1,A1,0,2017-07-07 00:00:00
5,ANNADALE,01 ONE FAMILY DWELLINGS                    ,1,6517,37, ,A3,20 ARBUTUS WAY, ,10312,1,0,1,12626,3650,1985,1,A3,1130000,2017-09-07 00:00:00
5,ANNADALE,01 ONE FAMILY DWELLINGS                    ,1,6517,39, ,A9,30 ARBUTUS WAY, ,10312,1,0,1,13150,3600,1985,1,A9,1150000,2017-01-04 00:00:00
5,ANNADALE,01 ONE FAMILY DWELLINGS                    ,1,6517,220, ,A3,18 JANSEN COURT, ,10312,1,0,1,11934,5368,1990,1,A3,0,2017-08-04 00:00:00
5,ANNADALE,02 TWO FAMILY DWELLINGS                    ,1,6205,93, ,B9,39 SEGUINE PLACE, ,10312,2,0,2,3250,1804,1986,1,B9,0,2017-06-16 00:00:00
5,ANNADALE,02 TWO FAMILY DWELLINGS                    ,1,6209,14, ,B2,202 SNEDEN AVENUE, ,10312,2,0,2,2600,1592,2005,1,B2,0,2017-01-11 00:00:00
5,ANNADALE,02 TWO FAMILY DWELLINGS                    ,1,6209,23, ,B9,205 MOSELY AVENUE, ,10312,2,0,2,3750,1592,2007,1,B2,610000,2017-02-07 00:00:00
5,ANNADALE,02 TWO FAMILY DWELLINGS                    ,1,6212,81, ,B2,1076 ARDEN AVENUE, ,10312,2,0,2,4200,2044,2012,1,B2,895000,2017-06-29 00:00:00
5,ANNADALE,02 TWO FAMILY DWELLINGS                    ,1,6215,63, ,B2,195 BARCLAY AVENUE, ,10312,2,0,2,12900,3964,1989,1,B2,1100000,2017-05-26 00:00:00
5,ANNADALE,02 TWO FAMILY DWELLINGS                    ,1,6216,5, ,B2,41 FABIAN STREET, ,10312,2,0,2,4000,2112,2000,1,B2,807500,2017-09-20 00:00:00
5,ANNADALE,02 TWO FAMILY DWELLINGS                    ,1,6217,15, ,B2,105 BARCLAY AVENUE, ,10312,2,0,2,5000,1848,1965,1,B2,628000,2017-07-25 00:00:00
5,ANNADALE,02 TWO FAMILY DWELLINGS                    ,1,6222,26, ,B9,38 JEANNETTE AVENUE, ,10312,2,0,2,2825,1600,2004,1,B9,590000,2017-01-13 00:00:00
5,ANNADALE,02 TWO FAMILY DWELLINGS                    ,1,6227,67, ,B2,936 CARLTON BOULEVARD, ,10312,2,0,2,4000,2320,2004,1,B2,835000,2017-12-29 00:00:00
5,ANNADALE,02 TWO FAMILY DWELLINGS                    ,1,6233,52, ,B2,131 RATHBUN AVENUE, ,10312,2,0,2,8000,2496,1975,1,B2,800000,2017-03-22 00:00:00
5,ANNADALE,02 TWO FAMILY DWELLINGS                    ,1,6233,52, ,B2,131 RATHBUN AVENUE, ,10312,2,0,2,8000,2496,1975,1,B2,0,2017-10-13 00:00:00
5,ANNADALE,02 TWO FAMILY DWELLINGS                    ,1,6234,68, ,B2,209 RENSSELAER AVENUE, ,10312,2,0,2,4000,2450,1997,1,B2,789000,2017-04-04 00:00:00
5,ANNADALE,02 TWO FAMILY DWELLINGS                    ,1,6235,36, ,B2,114 SINCLAIR AVENUE, ,10312,2,0,2,4000,0,2016,1,B2,884859,2017-03-29 00:00:00
5,ANNADALE,02 TWO FAMILY DWELLINGS                    ,1,6235,53, ,B2,193 SHELDON AVENUE, ,10312,2,0,2,4000,1128,2016,1,B2,884859,2017-06-19 00:00:00
5,ANNADALE,02 TWO FAMILY DWELLINGS                    ,1,6235,56, ,B2,197 SHELDON AVENUE, ,10312,2,0,2,4000,0,2016,1,B2,869000,2017-06-30 00:00:00
5,ANNADALE,02 TWO FAMILY DWELLINGS                    ,1,6237,70, ,B1,191 STAFFORD AVENUE, ,10312,2,0,2,5000,2208,1970,1,B1,620000,2017-04-19 00:00:00
5,ANNADALE,02 TWO FAMILY DWELLINGS                    ,1,6239,71, ,B2,233 CROWN AVENUE, ,10312,2,0,2,9600,3288,1980,1,B2,882500,2017-02-27 00:00:00
5,ANNADALE,02 TWO FAMILY DWELLINGS                    ,1,6249,245, ,B2,128 NORTH PINE TERRACE, ,10312,2,0,2,4000,2008,1965,1,B2,700000,2017-06-12 00:00:00
5,ANNADALE,02 TWO FAMILY DWELLINGS                    ,1,6249,276, ,B2,31 EAST TENAFLY AVENUE, ,10312,2,0,2,4305,3369,1989,1,B2,0,2017-03-06 00:00:00
5,ANNADALE,02 TWO FAMILY DWELLINGS                    ,1,6250,5, ,B2,245 ALBEE AVENUE, ,10312,2,0,2,4040,1952,1970,1,B2,100,2017-10-18 00:00:00
5,ANNADALE,02 TWO FAMILY DWELLINGS                    ,1,6251,89, ,B2,131 BENNETT AVENUE, ,10312,2,0,2,4000,2200,1993,1,B2,0,2017-07-14 00:00:00
5,ANNADALE,02 TWO FAMILY DWELLINGS                    ,1,6267,3, ,B9,242 SINCLAIR AVENUE, ,10312,2,0,2,3360,1216,2002,1,B9,0,2017-05-03 00:00:00
5,ANNADALE,02 TWO FAMILY DWELLINGS                    ,1,6270,1, ,B2,344 CROWN AVENUE, ,10312,2,0,2,4900,2449,2000,1,B2,815000,2017-09-20 00:00:00
5,ANNADALE,02 TWO FAMILY DWELLINGS                    ,1,6270,69, ,B2,309 VINELAND AVENUE, ,10312,2,0,2,6000,2320,1970,1,B2,10,2017-09-07 00:00:00
5,ANNADALE,02 TWO FAMILY DWELLINGS                    ,1,6277,77, ,B2,320 EDGEGROVE AVENUE, ,10312,2,0,2,6000,2405,1985,1,B2,0,2017-05-18 00:00:00
5,ANNADALE,02 TWO FAMILY DWELLINGS                    ,1,6281,25, ,B2,366 IONIA AVENUE, ,10312,2,0,2,4000,2460,2016,1,B2,864494,2017-05-25 00:00:00
5,ANNADALE,02 TWO FAMILY DWELLINGS                    ,1,6283,59, ,B2,790 DRUMGOOLE ROAD EAST, ,10312,2,0,2,4418,2328,1986,1,B2,0,2017-08-14 00:00:00
5,ANNADALE,02 TWO FAMILY DWELLINGS                    ,1,6286,35, ,B2,40 RAMONA AVENUE, ,10312,2,0,2,10000,4096,1975,1,B2,10,2017-04-11 00:00:00
5,ANNADALE,02 TWO FAMILY DWELLINGS                    ,1,6287,15, ,B9,33 RAMONA AVENUE, ,10312,2,0,2,6000,3100,1985,1,B9,0,2017-01-26 00:00:00
5,ANNADALE,02 TWO FAMILY DWELLINGS                    ,1,6287,18, ,B1,37 RAMONA AVENUE, ,10312,2,0,2,4000,1936,2001,1,B1,10,2017-05-26 00:00:00
5,ANNADALE,02 TWO FAMILY DWELLINGS                    ,1,6297,4, ,B2,472 LAMONT AVENUE, ,10312,2,0,2,7000,2464,1970,1,B2,568758,2017-01-03 00:00:00
5,ANNADALE,02 TWO FAMILY DWELLINGS                    ,1,6299,5, ,B2,434 RATHBUN AVENUE, ,10312,2,0,2,4000,2640,1979,1,B2,725000,2017-09-29 00:00:00
5,ANNADALE,02 TWO FAMILY DWELLINGS                    ,1,6304,40, ,B2,36 HEENAN AVENUE, ,10312,2,0,2,4000,0,2016,1,B2,834965,2017-08-15 00:00:00
